App Name,App ID,Genre,Installs
NFL,com.gotv.nflgamecenter.us.lite,スポーツ,"100,000,000+"
NHK WORLD-JAPAN,jp.or.nhk.nhkworld.tv,エンタメ,"1,000,000+"
NHK キッズ,jp.or.nhk.kids,教育,"100,000+"
NHK ニュース・防災,jp.or.nhk.news,ニュース＆雑誌,"5,000,000+"
NHKゴガク 語学講座,jp.or.nhk.gogaku,教育,"1,000,000+"
NHKプラス,jp.nhk.plus,エンタメ,"1,000,000+"
NRK Radio,no.nrk.mobil.radio,音楽＆オーディオ,"1,000,000+"
NV Charts GPS Navigation AIS,com.plongo.nvcharts,地図＆ナビ,"100,000+"
Nadia - プロの料理家のおいしいレシピが満載,jp.co.oceans_corp.nadia,フード＆ドリンク,"100,000+"
Nature Remo スマートリモコンで快適な生活を,global.nature.remo,住まい＆インテリア,"100,000+"
Naver カレンダー,com.nhn.android.calendar,仕事効率化,"10,000,000+"
Nebo: メモ & PDF 注釈,com.myscript.nebo,仕事効率化,"50,000+"
Nest,com.nest.android,ライフスタイル,"10,000,000+"
Netflix,com.netflix.mediaclient,エンタメ,"1,000,000,000+"
NewsPicks（ニューズピックス）/経済ニュースアプリ,com.newspicks,ニュース＆雑誌,"1,000,000+"
Nike,com.nike.omega,ショッピング,"50,000,000+"
Nike SNKRS,com.nike.snkrs,ショッピング,"5,000,000+"
Nike Training Club：フィットネス プラン,com.nike.ntc,健康＆フィットネス,"10,000,000+"
Nimbly,com.sustainnovationgroup.sharpnsights,仕事効率化,"10,000+"
Nitro Nation ドラッグ&ドリフトレース,com.creativemobile.nno,レース,"50,000,000+"
Norbuストレスコントロール。呼吸、マインドフルネス瞑想,app.norbu,健康＆フィットネス,"500,000+"
NordVPNスマホ版: VPNとセキュリティ対策アプリ,com.nordvpn.android,ツール,"50,000,000+"
Notebook - ﻿ノート作りおよび同期化,com.zoho.notebook,仕事効率化,"1,000,000+"
Noteshelf - メモ、注釈,com.fluidtouch.noteshelf2,仕事効率化,"100,000+"
Notewise - 手書きメモ & PDF註釋,com.yygg.note.app,仕事効率化,"500,000+"
Novel Effect: Read Aloud Books,com.noveleffect.book,教育,"100,000+"
NovelCat - Reading & Writing,net.novelfox.novelcat,書籍＆参考書,"5,000,000+"
Nozbe: タスクとプロジェクト,com.nozbe4,ビジネス,"10,000+"
"Nubank: conta, cartão e mais",com.nu.production,ファイナンス,"100,000,000+"
Numpuz – 面白い脳トレ&数字パズルゲーム,com.dopuz.klotski.riddle,パズル,"100,000,000+"
Nカレンダー：シンプルカレンダーなスケジュール帳(かれんだー,com.komorebi.n.calendar,仕事効率化,"100,000+"
OMRON connect,jp.co.omron.healthcare.omron_connect,健康＆フィットネス,"1,000,000+"
ONE PIECE トレジャークルーズ,com.namcobandaigames.spmoja010,ロールプレイング,"1,000,000+"
ONE PIECE バウンティラッシュ - アクションゲーム,com.bandainamcoent.opbrjp,アクション,"1,000,000+"
ONE PIECE 公式漫画アプリ,com.access_company.android.sh_onepiece,マンガ,"500,000+"
OPENREC.tv ライブ配信-ゲーム実況-が楽しめる,jp.co.cyber_z.openrecviewapp,エンタメ,"1,000,000+"
Octohide VPN,octohide.vpn,ツール,"500,000+"
Oda,no.kolonial.tienda,ショッピング,"100,000+"
Official F1 ® App,com.softpauer.f1timingapp2014.basic,スポーツ,"5,000,000+"
OneCalendar,biz.codespark.xcalendarapp,仕事効率化,"1,000,000+"
OneFootball-Soccer Scores,de.motain.iliga,スポーツ,"50,000,000+"
Onet Poczta - nowa wersja,pl.onet.poczta,通信,"100,000+"
OpenTable Japan,com.opentable,フード＆ドリンク,"10,000,000+"
OpenVPN Connect – OpenVPN App,net.openvpn.openvpn,ツール,"10,000,000+"
OpenWork -就活にも転職にもオープンワーク-,jp.co.openwork.app,ビジネス,"10,000+"
OsidOri(オシドリ) - 夫婦の共有家計簿・貯金アプリ,inc.osidori,ファイナンス,"50,000+"
OsmAnd —マップと GPS オフライン,net.osmand,旅行＆地域,"10,000,000+"
OsmAnd+ —マップと GPS オフライン,net.osmand.plus,旅行＆地域,"100,000+"
OuiCar : location de voiture,com.zilok.ouicar,旅行＆地域,"1,000,000+"
OverDrive EducationによるSora,com.overdrive.mobile.android.sora,教育,"100,000+"
Oxford Reading Club,com.spindle.orc,教育,"100,000+"
PENUP,com.sec.penup,アート＆デザイン,"100,000,000+"
PGA TOUR,com.tour.pgatour,スポーツ,"1,000,000+"
POPO―ライブ配信&ライブコマース、ショートムービーアプリ,com.ponpon.phonelive,エンタメ,"1,000+"
"POPS - Films, Anime, Comics",com.popsworldwide.popsapp,エンタメ,"5,000,000+"
PUBG Mobile,com.pubg.krmobile,アクション,"10,000,000+"
Pacer 歩数計：万歩計、ステップカウンター、カロリー計算,cc.pacer.androidapp,健康＆フィットネス,"10,000,000+"
Paintation ペイントフィルターフォトエディター,rs.ignite.paintation,アート＆デザイン,"10,000+"
Pairs-恋活・婚活・出会い探しマッチングアプリ,jp.eure.android.pairs,出会い,"1,000,000+"
Paravi（パラビ）-国内ドラマ数が日本最大級-,jp.paravi,エンタメ,"1,000,000+"
PayPal,com.paypal.android.p2pmobile,ファイナンス,"100,000,000+"
PayPay-ペイペイ,jp.ne.paypay.android.app,ファイナンス,"10,000,000+"
PayPayフリマ - かんたん・安心フリマアプリ,jp.co.yahoo.android.paypayfleamarket,ショッピング,"5,000,000+"
Paycom,com.paycom.mobile.ess,ツール,"1,000,000+"
Paytm: Secure UPI Payments,net.one97.paytm,ファイナンス,"100,000,000+"
Peachat - ライブビデオチャット,video.chat.peachat,ソーシャルネットワーク,"1,000,000+"
Peatix(ピーティックス),com.peatix.android.Azuki,イベント,"1,000,000+"
PenCake - シンプルなノート & 日記帳,com.diffathy.bbapp,ライフスタイル,"500,000+"
Penly: Digital Planner & Notes,com.penly.penly,仕事効率化,"50,000+"
Penny's Garden : Garden Design,com.relicbit.penny,パズル,"10,000+"
Pet Rescue Empire Tycoon—Game,com.codigames.pet.rescue.empire.tycoon,シミュレーション,"1,000,000+"
Pet Shop Fever: Animal Hotel,com.tapps.virtual.pet.hotel.games.world,シミュレーション,"100,000+"
Pet World - WildLife America,com.tivola.wildlife.free,シミュレーション,"1,000,000+"
Petalマップ – GPSとナビ,com.huawei.maps.app,地図＆ナビ,"100,000,000+"
Phone Guardian VPN セキュリティ対策&保護,com.distimo.phoneguardian,ツール,"10,000,000+"
Photo Lab画像編集：写真のエフェクト、メイクの加工,vsin.t16_funny_photo,写真,"100,000,000+"
PhotoDirector – 写真加工 & 画像編集アプリ,com.cyberlink.photodirector,写真,"50,000,000+"
PhotoLayers : 合成写真・背景透明化,com.handycloset.android.photolayers,写真,"10,000,000+"
Photomath,com.microblink.photomath,教育,"100,000,000+"
Photoshop Camera: カメラ・写真加工アプリ,com.adobe.lens.android,写真,"1,000,000+"
Photoshop Express 写真補正&加工アプリ,com.adobe.psmobile,写真,"100,000,000+"
PicCollage - コラージュ、写真編集 & 画像加工,com.cardinalblue.piccollage.google,写真,"50,000,000+"
PicWish: AI写真加工&画像編集,com.wangxutech.picwish,写真,"1,000,000+"
Picnic Online Supermarket,com.picnic.android,ショッピング,"1,000,000+"
Picsart Color ペイント,com.picsart.draw,エンタメ,"50,000,000+"
Picsart 写真＆動画編集,com.picsart.studio,写真,"1,000,000,000+"
PictureThis：撮ったら、判る-1秒植物図鑑,cn.danatech.xingseus,教育,"10,000,000+"
Pinterest（ピンタレスト）,com.pinterest,ライフスタイル,"500,000,000+"
Pipefy - Workflow & Processes,com.pipefy.app,仕事効率化,"100,000+"
Pixel Brush: Pixel Art Drawing,com.jaween.paint,ツール,"100,000+"
Planning by WorshipTools,com.worshipextreme.planning,仕事効率化,"10,000+"
Plant Identifier & Care - Greg,greg.io.care_app_android,ツール,"50,000+"
Plant Parent - 私のケアガイド,com.plantparentai.app,ライフスタイル,"1,000,000+"
Planta：植物の手入れと水やりガイド、園芸と庭造りのコツ,com.stromming.planta,住まい＆インテリア,"1,000,000+"
Planter - Garden Planner,com.perculacreative.peter.gardenplanner,ライフスタイル,"100,000+"
Platinumlist - Book Tickets,com.platinumlist,イベント,"100,000+"
Platos - Cafeteria Redefined,com.platos.platos.prod,フード＆ドリンク,"10,000+"
Plejd,com.plejd.plejdapp,住まい＆インテリア,"100,000+"
Plex: Stream Movies & TV,com.plexapp.android,エンタメ,"10,000,000+"
Pocket Casts - Podcast Player,au.com.shiftyjelly.pocketcasts,ニュース＆雑誌,"1,000,000+"
Pocket Champs: 競争ゲーム,com.pocketchamps.game,アーケード,"10,000,000+"
Pocket FM: Audio Series,com.radio.pocketfm,音楽＆オーディオ,"50,000,000+"
Pocket Styler: Fashion Stars,com.nordcurrent.fashion,ミニゲーム,"10,000,000+"
Pococha - ライブ配信を楽しもう！生放送 アプリ！,com.dena.pokota,ソーシャルネットワーク,"5,000,000+"
Podbean-ポッドキャストプレーヤーアプリ,com.podbean.app.podcast,音楽＆オーディオ,"5,000,000+"
Podcast & Radio iVoox,com.ivoox.app,音楽＆オーディオ,"10,000,000+"
Podcast Addict - Podcast/Radio,com.bambuna.podcastaddict,音楽＆オーディオ,"10,000,000+"
Podcast Guru - ポッドキャストアプリ,com.reallybadapps.podcastguru,音楽＆オーディオ,"100,000+"
Podcast Republic - Podcast app,com.itunestoppodcastplayer.app,音楽＆オーディオ,"1,000,000+"
Pokémon GO,com.nianticlabs.pokemongo,アドベンチャー,"100,000,000+"
Pokémon Masters EX,com.dena.a12026418,ロールプレイング,"10,000,000+"
Pokémon UNITE,jp.pokemon.pokemonunite,アクション,"50,000,000+"
Poppo live,com.baitu.qingshu,ソーシャルネットワーク,"1,000,000+"
PowerDirector – 動画編集＆動画作成＆動画加工,com.cyberlink.powerdirector.DRA140225_01,動画プレーヤー＆エディタ,"100,000,000+"
Prana Breath: 呼吸と瞑想,com.abdula.pranabreath,健康＆フィットネス,"1,000,000+"
Premier League - Official App,com.pl.premierleague,スポーツ,"10,000,000+"
Prisma,com.neuralprisma,写真,"50,000,000+"
PrivadoVPN - Fast Secure VPN,io.privado.android,ツール,"500,000+"
Private Internet Access VPN,com.privateinternetaccess.android,ツール,"5,000,000+"
Pričalica - bajke za djecu,com.ziaproduction.pricalica,書籍＆参考書,"10,000+"
Procore,com.procore.activities,仕事効率化,"500,000+"
Progate,com.progate,教育,"100,000+"
Programming Hub：コーディングを学ぶ,com.freeit.java,教育,"5,000,000+"
Progress - プロジェクトのタスク進捗管理アプリ,jp.moo.myworks.progressofproject,仕事効率化,"100,000+"
Proton Mail: Encrypted Email,ch.protonmail.android,通信,"5,000,000+"
Proton VPN,ch.protonvpn.android,ツール,"10,000,000+"
Psiphon Pro,com.psiphon3.subscription,通信,"100,000,000+"
PureVPN: 高速、安全、簡単,com.gaditek.purevpnics,ツール,"1,000,000+"
Pyszne.pl: Jedzenie z dowozem,com.yourdelivery.pyszne,フード＆ドリンク,"5,000,000+"
Pythonプログラミングを学ぶ,python.programming.coding.python3.development,教育,"1,000,000+"
Pythonプログラミング入門 - パイソン学習アプリ,jp.co.studyswitch.drillprogramming,教育,"10,000+"
Qoo10 (キューテン),net.giosis.shopping.jp,ショッピング,"1,000,000+"
Quelle Histoire,com.quellehistoire.quellehistoire,書籍＆参考書,"100,000+"
QuickBooks Online Accounting,com.intuit.quickbooks,ビジネス,"5,000,000+"
Quire,io.quire.app,仕事効率化,"100,000+"
Quizlet：語学とボキャブラリーを学びましょう,com.quizlet.quizletandroid,教育,"10,000,000+"
RAID: Shadow Legends,com.plarium.raidlegends,ロールプレイング,"50,000,000+"
REALITY - 顔出しナシのライブ配信アプリ,net.wrightflyer.le.reality,ソーシャルネットワーク,"5,000,000+"
RETRIP<リトリップ>旅行・おでかけ・観光のまとめアプリ,com.trippiece.retrip,旅行＆地域,"100,000+"
REV WORLDS 仮想都市で過ごそう,com.revworlds,ソーシャルネットワーク,"10,000+"
RFS - Real Flight Simulator,it.rortos.realflightsimulator,シミュレーション,"1,000,000+"
RISK: Global Domination,com.hasbro.riskbigscreen,ボード,"10,000,000+"
RPG トーラムオンライン (MMORPG),com.asobimo.toramonline,ロールプレイング,"10,000,000+"
RTS Siege Up! - 中世の戦争,com.abuksigun.rpg_prototype,頭脳系,"5,000,000+"
RadarBox  - ライブ航空便追跡＆エアポートステータ,com.airnav.radarbox,旅行＆地域,"1,000,000+"
Radiotalk - 誰でも気軽に音声配信ができるアプリ,jp.co.excite.radiotalk,エンタメ,"100,000+"
Raken Construction Management,com.raken,仕事効率化,"100,000+"
Rakuten Fashion 楽天ポイントが貯まる・使える,jp.co.rakuten.fashionAndroid,ショッピング,"1,000,000+"
Ramsey Network,com.daveramsey.tdrsapp,ファイナンス,"100,000+"
Real Racing 3,com.ea.games.r3_na,レース,"10,000,000+"
RealLive (turned on by Zepp),jp.co.mytrax.zeppliveplayer,音楽＆オーディオ,"50,000+"
RealVNC Viewer: Remote Desktop,com.realvnc.viewer.android,仕事効率化,"5,000,000+"
Realtor.com Real Estate,com.move.realtor,住まい＆インテリア,"10,000,000+"
Recipe Keeper,com.tudorspan.recipekeeper,フード＆ドリンク,"500,000+"
RecipeCardBook ~レシピの管理と分量計算~,io.github.rakkotec.recipenote,フード＆ドリンク,"10,000+"
Reddit,com.reddit.frontpage,ソーシャルネットワーク,"100,000,000+"
Redecor - Home Design Game,fi.reworks.redecor,シミュレーション,"10,000,000+"
Redfin Houses for Sale & Rent,com.redfin.android,住まい＆インテリア,"5,000,000+"
Redline Royale,com.qt.np.redlineroyale,レース,"10,000+"
Redshift Sky Pro - 天文学,com.usm.skypro,教育,"5,000+"
Remote Desktop,com.microsoft.rdc.androidx,ビジネス,"1,000,000+"
Remote Desktop 8,com.microsoft.rdc.android,ビジネス,"10,000,000+"
Remote Desktop Manager,com.devolutions.remotedesktopmanager,仕事効率化,"500,000+"
RemoteView for Android,rsupport.AndroidViewer,ツール,"100,000+"
RenoBody～歩くだけでポイントが貯まる歩数計アプリ～,jp.neoscorp.android.renobody,健康＆フィットネス,"100,000+"
ResQ Club - Save food!,club.resq.android,フード＆ドリンク,"500,000+"
Retty（レッティ）- おいしいお店が探せるグルメアプリ,me.retty,フード＆ドリンク,"1,000,000+"
Revolut,com.revolut.revolut,ファイナンス,"10,000,000+"
Ride with GPS: Bike Navigation,com.ridewithgps.mobile,健康＆フィットネス,"1,000,000+"
Ring - Always Home,com.ringapp,ライフスタイル,"10,000,000+"
Rise of Kingdoms ―万国覚醒―,com.lilithgames.rok.gp.jp,頭脳系,"500,000+"
Roborock,com.roborock.smart,ライフスタイル,"1,000,000+"
Robot Room Cleaner,com.ammonite.robovac,シミュレーション,"5,000+"
RoomClip　部屋のインテリア・家具・DIYを投稿！,com.tunnel.roomclip,住まい＆インテリア,"1,000,000+"
Root Board Game,com.direwolfdigital.root,ボード,"50,000+"
Rosetta Stone - 言語学習,air.com.rosettastone.mobile.CoursePlayer,教育,"10,000,000+"
Rubetek Home,com.rubetek.client,住まい＆インテリア,"100,000+"
Ruuvi Station,com.ruuvi.station,住まい＆インテリア,"10,000+"
RyuRyumall ファッション・服の通販、買い物アプリ,jp.belluna.ryuryu,ショッピング,"100,000+"
SBF-Fragen – Bootsführerschein,de.deliusklasing.sbffragen2.app,教育,"5,000+"
SDカード専用・データお預かり,com.kddi.android.ausdbackup,ツール,"1,000,000+"
SECOM System Security App.,jp.co.secom.sp.onlineSecurityApp,ライフスタイル,"5,000+"
SELF：AIがあなたを理解し、メンタルや生活をサポート,systems.self.robotsns,エンタメ,"500,000+"
SHAREit Lite - Fast File Share,shareit.lite,仕事効率化,"100,000,000+"
"SHAREit: Transfer, Share Files",com.lenovo.anyshare.gps,ツール,"1,000,000,000+"
SHEIN - オンラインショッピング,com.zzkko,ショッピング,"100,000,000+"
SHOWROOM(ショールーム)  - ライブ配信 アプリ,jp.dena.showroom,エンタメ,"1,000,000+"
SKIYAKI TICKET  電子チケットでカンタン入場！,com.tokyo.skiyaki.SkiyakiTicket,エンタメ,"50,000+"
SNOW スノー - AIプロフィール、AIアバター,com.campmobile.snow,写真,"100,000,000+"
SODA ソーダ - ナチュラルに盛れるビューティーカメラ,com.snowcorp.soda.android,写真,"10,000,000+"
SPORTS BULL PREMIUM-スポブル動画をTVで,com.undotsushin.tv,スポーツ,"10,000+"
STUDYingアプリ,com.kiyo_learning.studying,教育,"10,000+"
SUITSME（スーツ・ミー）: 着せ替えファッションゲーム,com.style.fashion.game.suitsme,シミュレーション,"1,000,000+"
SUUMO（スーモ）賃貸・マンション・一戸建て・物件・不動産,jp.co.recruit.android.suumo,住まい＆インテリア,"5,000,000+"
Samsung Health,com.sec.android.app.shealth,健康＆フィットネス,"1,000,000,000+"
Samsung Music,com.sec.android.app.music,音楽＆オーディオ,"1,000,000,000+"
Samsung Notes,com.samsung.android.app.notes,仕事効率化,"1,000,000,000+"
Schoo（スクー） - ライブ動画で学べるアプリ,jp.schoo.android.app,教育,"50,000+"
Scoop: Plan great office days,com.takescoop.android.scoopandroid,仕事効率化,"100,000+"
ScratchJr,org.scratchjr.android,教育,"5,000,000+"
Scribd: Audiobooks & Ebooks,com.scribd.app.reader0,書籍＆参考書,"10,000,000+"
Seagull-Novels&Fiction,com.seagull.reads,アドベンチャー,"5,000+"
SeatGeek – Tickets to Events,com.seatgeek.android,イベント,"5,000,000+"
Secure VPN－より安全なインターネット,com.fast.free.unblock.secure.vpn,ツール,"100,000,000+"
Seek by iNaturalist,org.inaturalist.seek,教育,"1,000,000+"
Send Anywhere (ファイル転送・受信),com.estmob.android.sendanywhere,仕事効率化,"10,000,000+"
Seven - 7 Minute Workout,se.perigee.android.seven,健康＆フィットネス,"5,000,000+"
Shadow of Death: 暗黒の騎士,com.Zonmob.Stickman.FightingGames.ShadowOfDeath,アクション,"10,000,000+"
ShareMe: File sharing,com.xiaomi.midrop,ツール,"1,000,000,000+"
Shopify - 独自のネットショップ,com.shopify.mobile,ビジネス,"5,000,000+"
ShweNote: 30 min book summary,com.ebook.shwenote,書籍＆参考書,"100,000+"
SideBooks -PDF・電子書籍・コミックViewer,jp.co.tokyo_ip.SideBooks,書籍＆参考書,"500,000+"
Simple Habit: Meditation,com.simplehabit.simplehabitapp,健康＆フィットネス,"1,000,000+"
Sites in VR,air.com.ercangigi.sitesin3d,教育,"5,000,000+"
SketchARアートペイントを描く作成,ktech.sketchar,アート＆デザイン,"5,000,000+"
Sketchbook,com.adsk.sketchbook,アート＆デザイン,"100,000,000+"
Skiddle: Gigs Clubs Festivals,com.skiddle.androidapps.skiddle,音楽＆オーディオ,"1,000,000+"
SkySafari 7 Pro,com.simulationcurriculum.skysafari7pro,教育,"5,000+"
SkyView® Lite,com.t11.skyviewfree,教育,"10,000,000+"
SkyWiki - world of astronomy,com.bluestreaklabs.skywiki,教育,"100,000+"
Sleep & Meditation : Wysa,sleep.app.relax.calm,健康＆フィットネス,"100,000+"
Smart AudioBook Player,ak.alizandro.smartaudiobookplayer,音楽＆オーディオ,"5,000,000+"
Smart Life - Smart Living,com.tuya.smartlife,ライフスタイル,"10,000,000+"
"Smart Messages SMS, MMS, RCS",com.messages.chat,通信,"1,000,000+"
SmartThings,com.samsung.android.oneconnect,ライフスタイル,"500,000,000+"
Smartify: Arts and Culture,com.mobgen.smartify,教育,"500,000+"
Smash: File transfer,com.smashco.smash,仕事効率化,"500,000+"
Smiling Mind: Meditation App,com.smilingmind.app,健康＆フィットネス,"1,000,000+"
Smolsies - かわいいペットのおうち,com.tutotoons.app.smolsiesmycutepethouse.free,教育,"50,000,000+"
Smolsies 2 - カワイイペットの物語,com.tutotoons.app.smolsies2,教育,"10,000,000+"
Snapchat,com.snapchat.android,通信,"1,000,000,000+"
Snapseed,com.niksoftware.snapseed,写真,"100,000,000+"
SoftBankメール,jp.softbank.mb.mail,通信,"10,000,000+"
Sololearn: プログラミング学習,com.sololearn,教育,"10,000,000+"
Spark AI Mail – スマートなメールアプリ,com.readdle.spark,仕事効率化,"1,000,000+"
Spikeメールメッセンジャー - 受信ボックス、再発明,com.pingapp.app,仕事効率化,"1,000,000+"
Splashtop Personal,com.splashtop.remote.pad.v2,ビジネス,"5,000,000+"
Splice - 動画編集アプリ,com.splice.video.editor,動画プレーヤー＆エディタ,"1,000,000+"
Spoon(スプーン) : 声でライブ配信、雑談で友達作り,co.spoonme,ソーシャルネットワーク,"10,000,000+"
Spotify for Podcasters,fm.anchor.android,音楽＆オーディオ,"10,000,000+"
Spotify: 音楽やポッドキャストなどのトーク番組を再生,com.spotify.music,音楽＆オーディオ,"1,000,000,000+"
Square POSレジアプリ,com.squareup,ビジネス,"10,000,000+"
Square 請求書,com.squareup.invoicesapp,ビジネス,"500,000+"
"Squid: Take Notes, Markup PDFs",com.steadfastinnovation.android.projectpapyrus,仕事効率化,"5,000,000+"
Stampカレンダー-女性のためのカワイイ シンプルな手帳,jp.cb_inc.stampcalendarforandroid,ライフスタイル,"500,000+"
Star Walk  子供のための天文学：天空マップ、太陽系,com.vitotechnology.StarWalkKids,教育,"10,000+"
Star Walk 2 - スカイマップ: 星、惑星と星座,com.vitotechnology.StarWalk2,教育,"500,000+"
Starfall.com,air.com.starfall.more,教育,"5,000,000+"
Static Shift Racing,com.timbojimbo.ssr,レース,"1,000,000+"
Stellarium Mobile - スターマップ,com.noctuasoftware.stellarium_free,教育,"10,000,000+"
Sticky Password 安全なパスワード管理アプリ,com.stickypassword.android,仕事効率化,"100,000+"
Storyplay: Interactive story,com.thingsflow.storyplay,シミュレーション,"500,000+"
Storytel: Audiobooks & Ebooks,grit.storytel.app,書籍＆参考書,"10,000,000+"
Studyplus(スタディプラス) 勉強記録・学習管理,jp.studyplus.android.app,教育,"1,000,000+"
StyleHint（スタイルヒント）-着こなし発見アプリ,com.fastretailing.stylehint,ライフスタイル,"1,000,000+"
Super Cleaner,com.cleaner.booster.battery.security.master,ツール,"10,000,000+"
Super Mario Run,com.nintendo.zara,アクション,"100,000,000+"
Sweat: Fitness App For Women,com.kaylaitsines.sweatwithkayla,健康＆フィットネス,"5,000,000+"
Swiggy Food & Grocery Delivery,in.swiggy.android,フード＆ドリンク,"100,000,000+"
Swim.com: Workouts & Tracking,com.spiraledge.swimapp,健康＆フィットネス,"100,000+"
SwimUp - Swimming Training,io.swimup.application,健康＆フィットネス,"50,000+"
SwitchBot,com.theswitchbot.switchbot,ライフスタイル,"500,000+"
Sygic GPS Navigation & Maps,com.sygic.aura,地図＆ナビ,"50,000,000+"
TBS FREE TV(テレビ)番組の見逃し配信の見放題,jp.co.tbs.tbsplayer,動画プレーヤー＆エディタ,"1,000,000+"
TBS NEWS DIG 防災・ニュース・天気 by JNN,jp.co.tbs.newsdig,ニュース＆雑誌,"100,000+"
TED,com.ted.android,教育,"10,000,000+"
TELASA / テラサ　人気のドラマやアニメの動画を配信,com.kddi.android.videopass,エンタメ,"5,000,000+"
TEPPEN,jp.gungho.teppen,カード,"1,000,000+"
TFT: チームファイト タクティクス,com.riotgames.league.teamfighttactics,頭脳系,"10,000,000+"
TMT Chow!,tw.timotion,ライフスタイル,"10,000+"
TOEIC®テスト対策 - AI学習のSanta,co.riiid.vida,教育,"1,000,000+"
TP-Link Tapo,com.tplink.iot,ライフスタイル,"5,000,000+"
TVer(ティーバー) 民放公式テレビ配信サービス,jp.hamitv.hamiand1,エンタメ,"10,000,000+"
TableCheck - レストラン予約,jp.kkvesper.tablecheck,フード＆ドリンク,"10,000+"
Tain - 目標達成のための習慣・タスク管理,com.tain_goal.tain,仕事効率化,"5,000+"
Take Off Flight Simulator,com.astragon.takeoffasia,シミュレーション,"5,000,000+"
Tamadog - 犬お世話ゲームとおしゃべりペット,com.liftapp.tamadog,シミュレーション,"5,000,000+"
Tap Anime Color,anime.art.paint.tap.color.by.number.free,アート＆デザイン,"5,000,000+"
Tap Craft - 3D さばいばるげー む,com.pixelkeep.taptapsurvival,シミュレーション,"1,000,000+"
Taskedin - TeamTask Manager,com.megatrust.taskedinpro,通信,"1,000+"
Taskito: ToDoリスト • リマインダー付きタスク,com.fenchtose.reflog,仕事効率化,"500,000+"
Tasty,com.buzzfeed.tasty,フード＆ドリンク,"10,000,000+"
Tayasui Sketches,com.tayasui.sketches,アート＆デザイン,"5,000,000+"
TeamViewer QuickSupport,com.teamviewer.quicksupport.market,仕事効率化,"50,000,000+"
TeamViewerでリモートコントロール,com.teamviewer.teamviewer.market.mobile,仕事効率化,"50,000,000+"
Ten Percent Happier - Meditati,com.changecollective.tenpercenthappier,健康＆フィットネス,"500,000+"
Tenta プライベートVPNブラウザ,com.tenta.android,通信,"1,000,000+"
TeraBoxクラウドストレージ: 写真保存&バックアップ,com.dubox.drive,ツール,"100,000,000+"
Terraforming Mars,com.asmodeedigital.terraformingmars,ボード,"50,000+"
Tetris®,com.n3twork.tetris,パズル,"10,000,000+"
Textra SMS,com.textra,通信,"10,000,000+"
The Athletic: Sports News,com.theathletic,スポーツ,"1,000,000+"
The Couple (カップル),com.ibillstudio.thedaycouple,ライフスタイル,"1,000,000+"
The History of Everything,com.twodimensions.timeline,教育,"100,000+"
The MICHELIN Guide ミシュランガイド,com.viamichelin.android.gm21,フード＆ドリンク,"500,000+"
The New York Times,com.nytimes.android,ニュース＆雑誌,"10,000,000+"
The Tapping Solution,com.datechnologies.tappingsolution,健康＆フィットネス,"500,000+"
The Weather Channel,com.weather.Weather,天気,"100,000,000+"
Threema Work - 企業向けセキュアメッセージング,ch.threema.app.work,通信,"500,000+"
Thuisbezorgd.nl,com.takeaway.android,フード＆ドリンク,"5,000,000+"
Thunder VPN - より安全で高速なVPN,com.fast.free.unblock.thunder.vpn,ツール,"50,000,000+"
Thúy Nga PBN,app.deeporium.tixlabs,ショッピング,"5,000+"
TickPick - Live Event Tickets,com.tickpickllc.ceobrien.tickpick,イベント,"1,000,000+"
TickTick：ToDoリスト＆タスク & カレンダー,com.ticktick.task,仕事効率化,"5,000,000+"
"TicketSwap - Buy, Sell Tickets",com.ticketswap.ticketswap,イベント,"1,000,000+"
TikTok - 動画もライブ配信もたくさん楽しもう,com.ss.android.ugc.trill,動画プレーヤー＆エディタ,"500,000,000+"
Time Planner: Schedule & Tasks,com.albul.timeplanner,仕事効率化,"5,000,000+"
TimeTree タイムツリー - カレンダーやメモの共有,works.jubilee.timetree,仕事効率化,"10,000,000+"
ToDoリスト - 買い物・やることリスト、タスク管理,com.fookiemonsters.todolist,仕事効率化,"100,000+"
ToYou - Delivery & More,com.arammeem.android.apps.toyou,フード＆ドリンク,"1,000,000+"
Today Weather - 天気予報 & ウィジェット,mobi.lockdown.weather,天気,"1,000,000+"
TodayTix – Theatre Tickets,com.todaytix.TodayTix,イベント,"1,000,000+"
Todo リスト - 時間管理・リマインダー,todolist.scheduleplanner.dailyplanner.todo.reminders,仕事効率化,"10,000,000+"
Todoist: ToDo リスト & 計画,com.todoist,仕事効率化,"10,000,000+"
Todoリスト - シンプルTodoメモ　お仕事などに,kg.atsushi.taskapp,仕事効率化,"5,000+"
Tokopedia,com.tokopedia.tkpd,ショッピング,"100,000,000+"
Topps® BUNT® MLB Card Trader,com.topps.bunt,スポーツ,"1,000,000+"
Toptracer Range,com.toptracer.community,スポーツ,"500,000+"
Total Clean 3D,com.MachinaGames.TotalClean,ミニゲーム,"10,000+"
TouchRetouch,com.advasoft.touchretouch,写真,"1,000,000+"
Tracing Paper - Light Box,com.advancedweb.tracing_paper_sketching,アート＆デザイン,"1,000,000+"
TrackMan Golf,dk.TrackMan.Range,スポーツ,"100,000+"
TradingView - FX・株価チャート・ビットコイン,com.tradingview.tradingviewapp,ファイナンス,"10,000,000+"
Trakt,tv.trakt.trakt,エンタメ,"50,000+"
Trello,com.trello,仕事効率化,"10,000,000+"
